id,Name,titleProject_id,class,score,login,password
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,HQoFp7jb
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,yGF7nKgV
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,HDQQEWmC
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,xHhx2DLA
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,HhRjaxAs
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,px5dGZiW
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,vFNVyzAD
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,KPUOUwWH
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,KD1RyUlQ
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,XGZMNj6l
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,heF3yuJs
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,cYDsbx1c
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,U7IzHrdL
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,GSTcsE0n
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,IG02DDxT
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,6PJysDt3
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,nwF34SVY
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,ZQojQ9e0
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,wsGMVoDV
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,7VSAGafX
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,XJURZZqa
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,qAmYol94
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,vNGKNoTP
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,mXdAeoKv
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,PdIIxxRL
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,Su342Rct
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,L7gY3DhN
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,po6PEWnS
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,PWvQmNsz
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,XFtV5pWX
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,k6BcqfUW
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,2YBihEbN
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,CCiG4kA3
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,zXN2grar
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,ciofih4s
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,gNdw3fDS
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,1BtJf9Bs
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,HZb7tcWu
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,H7EhHH23
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,aE72gQ5J
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,vb3d84qR
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,t036qhXA
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,yGW8Kryy
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,AeA5LUNz
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,jSx6K8RH
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,hF4IsVcg
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,SENbrbNK
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,rVJ1vudg
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,aEPQaVFz
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,uoTqd5Xf
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,XOT3Tucb
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,K7VKJTuI
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,tRtDKbJ5
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,NfWvSQHj
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,H8Aqc5TW
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,JHYSbjED
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,9tUx01bS
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,xwmjAgmn
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,FM3FyLBY
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,7IqS6X1d
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,f3YXWS3u
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,5ZvWQ7n2
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,4kLRJTt3
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,pGV7BrQV
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,Z4YnOqdI
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,85G9UNzn
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,toUGGJP4
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,ULgtDwtq
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,tjYo1yG3
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,DHwSpuvo
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,q7y88r6T
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,LFEMnlgw
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,9znxPW3t
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,zIDK2rou
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,VbaSlpmM
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,FGHNXzBb
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,nLeSiftw
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,S2NAj0pC
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,1zWJT5CM
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,cggGhNku
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,rvnkI7Ji
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,53XyZTIa
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,TN9HlxG6
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,epLOXL3d
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,V5XddZC6
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,LuQZQ5za
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,AksLgUX9
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,DYXuhi1H
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,7OoXm877
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,ybAoDokg
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,QlH6WSlr
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,w8Sumach
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,R6ro9ixg
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,Nii1pNfU
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,LqWiUexI
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,FPFNQdPA
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,JM6q49cL
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,elxZdRUE
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,DvccSTv9
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,3csHeV2j
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,MrqfA7QP
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,XZDfwLck
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,MskuGLZS
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,w0SOuZIF
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,VHhLheCO
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,2RdKxXxF
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,4Bzqt4sr
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,Ic41rO5v
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,KhIdyixr
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,VTAu6rlY
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,U6KRTMqI
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,YewuwAzB
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,qwZjZisJ
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,qIsk06QH
438,Милина Алена Петровна,359,8г,3,Милина_АП,OAmwRqA5
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,imoCdRRz
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,QwMNMqEQ
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,gSSSXc03
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,YuQr9Ssz
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,KQdstFzx
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,YOuTtTKW
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,jETS2hiE
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,k2zYBrYr
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,T9cqBcaJ
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,KQBcwAS5
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,uvo3zHhe
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,prfhpnsZ
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,emBJTQ4C
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,Fucq4knj
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,Hkzu4gN7
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,K4if1k1X
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,JFLgzh3z
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,ld3NSiUa
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,7FhVmCuT
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,EK4EQnEy
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,9V7XUBm4
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,e4uzy5fK
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,ziLFpMcT
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,iOmmq6Fn
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,M6kfx7WB
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,gMTiieZq
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,Tb6PrcxK
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,PGghVPlv
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,TNJw2He2
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,K4ELm3ml
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,bgcb5QG9
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,KEsHpZS2
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,49ufaG27
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,T8qGtZs4
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,Nxj97pOz
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,r5llFOzp
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,SHoQTktz
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,skEQAc5l
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,YRJVcZOn
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,cPC3C8ry
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,kNoKSfRo
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,RADhvYmX
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,2C7nVAZU
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,0aNpmaQ5
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,gv8OLTVa
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,TxTBX4l1
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,cZx0D8DO
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,pd9uZBaw
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,EfNcCqqa
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,xMBTS3q4
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,F4zfTqh8
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,Fny8ThO2
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,txKFDeIy
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,8wH1Q5yb
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,IxWR8f4g
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,wSxBe0og
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,QVeSFnCM
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,pdVExo3g
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,xiJPiIGP
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,EJ0U8g8W
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,lFQzuxlO
